ticket_type,order_ref,shirt_size,school,checkin_first,checkin_last
Berkeley Hacker,9MNL,,"University of California, Berkeley",1477544075,1479004264
Berkeley Hacker,GXFV,Female M       ,"University of California, Berkeley",1477544094,1478925755
Berkeley Hacker,S0UD,Female S       ,"University of California, Berkeley",1477544110,1478929861
Berkeley Hacker,HAT3,,"University of California, Berkeley",1477544123,1477544123
Berkeley Hacker,8JYN,Female M       ,"University of California, Berkeley",1477544125,1477953352
Berkeley Hacker,7SHC,,"University of California, Berkeley",1477544132,1477544132
Berkeley Hacker,09P8,Female S       ,"University of California, Berkeley",1477544134,1479004339
Berkeley Hacker,50AF,,"University of California, Berkeley",1477544136,1477544136
Berkeley Hacker,UX00,,"University of California, Berkeley",1477544233,1478926140
Berkeley Hacker,TCNP,Male M         ,"University of California, Berkeley",1477544285,1478215409
Berkeley Hacker,KGFB,,"University of California, Berkeley",1477544354,1478989403
Berkeley Hacker,SDPE,Male S         ,"University of California, Berkeley",1477544416,1478925394
Berkeley Hacker,JGFX,Male M         ,"University of California, Berkeley",1477544475,1478924079
Berkeley Hacker [Waitlist],TNX5,Male XS        ,"University of California, Berkeley",1477544479,1477552082
Berkeley Hacker [Waitlist],NGOS,Male L         ,"University of California, Berkeley",1477544481,1477544661
Berkeley Hacker [Waitlist],RWOT,Male M         ,"University of California, Berkeley",1477544489,1477596935
Berkeley Hacker [Waitlist],AHTN,Male M         ,"University of California, Berkeley",1477544495,1477545625
Berkeley Hacker [Waitlist],0ML5,Male S         ,"University of California, Berkeley",1477544495,1478967313
California Hacker [Waitlist],CDJM,Male L         ,"University of California, Santa Cruz",1477544496,1477544855
Berkeley Hacker [Waitlist],SD8R,Female M       ,"University of California, Berkeley",1477544504,1478981073
Berkeley Hacker [Waitlist],EQSH,Male M         ,"University of California, Berkeley",1477544511,1477544573
Berkeley Hacker [Waitlist],0WM8,Male M         ,"University of California, Berkeley",1477544513,1477544656
Berkeley Hacker [Waitlist],TBSA,Male M         ,"University of California, Berkeley",1477544517,1477875297
Berkeley Hacker [Waitlist],3VZD,Male S         ,"University of California, Berkeley",1477544524,1477544632
Berkeley Hacker [Waitlist],QKDH,Male L         ,"University of California, Berkeley",1477544545,1477544638
Berkeley Hacker [Waitlist],QPC7,Male M         ,"University of California, Berkeley",1477544563,1477544623
Berkeley Hacker [Waitlist],QN2C,Female S       ,"University of California, Berkeley",1477544607,1477550610
Berkeley Hacker [Waitlist],F3MN,Female S       ,"University of California, Berkeley",1477544632,1478542898
Berkeley Hacker [Waitlist],QGHF,Male M         ,"University of California, Berkeley",1477544634,1478748134
Berkeley Hacker,JOCQ,,"University of California, Berkeley",1477544660,1477544660
Berkeley Hacker [Waitlist],B6RM,,"University of California, Berkeley",1477544711,1477544731
Berkeley Hacker [Waitlist],KSFE,Male M         ,"University of California, Berkeley",1477544731,1478932976
Berkeley Hacker,8QV6,Male S         ,"University of California, Berkeley",1477544736,1478037753
Berkeley Hacker [Waitlist],ZKMN,,"University of California, Berkeley",1477544760,1477544760
Berkeley Hacker [Waitlist],TQGF,Male M         ,"University of California, Berkeley",1477544762,1477544848
Berkeley Hacker [Waitlist],NPPP,Male L         ,"University of California, Berkeley",1477544802,1478912992
Berkeley Hacker [Waitlist],VCVJ,Male M         ,"University of California, Berkeley",1477544806,1477545056
Berkeley Hacker [Waitlist],J6DV,Male M         ,"University of California, Berkeley",1477544841,1477544904
Berkeley Hacker [Waitlist],HXSA,Female S       ,"University of California, Berkeley",1477544866,1477544953
Berkeley Hacker [Waitlist],KEUD,Female M       ,"University of California, Berkeley",1477544890,1477544992
Berkeley Hacker,ZMTM,Male M         ,"University of California, Berkeley",1477544908,1478924458
Berkeley Hacker [Waitlist],M5WC,Male M         ,"University of California, Berkeley",1477544914,1477545319
Berkeley Hacker [Waitlist],HMV5,Male L         ,"University of California, Berkeley",1477544942,1477544999
Berkeley Hacker,69HR,Male M         ,"University of California, Berkeley",1477544946,1478979310
Berkeley Hacker [Waitlist],4CRX,Male L         ,"University of California, Berkeley",1477544960,1477545215
Berkeley Hacker [Waitlist],J1KX,Female XS      ,"University of California, Berkeley",1477544977,1477545032
Berkeley Hacker,XIEP,Female S       ,"University of California, Berkeley",1477544977,1477951092
Berkeley Hacker [Waitlist],Y1YD,Male S         ,"University of California, Berkeley",1477544993,1478932811
Volunteer,S3PX,Male M         ,,1478465749,1478465929
Berkeley Hacker [Waitlist],BULS,Male S         ,"University of California, Berkeley",1477544993,1477545068
Berkeley Hacker [Waitlist],GIWH,Male L         ,"University of California, Berkeley",1477545007,1477545232
Berkeley Hacker [Waitlist],YXZL,Female S       ,"University of California, Berkeley",1477545023,1477545068
Berkeley Hacker [Waitlist],P7BV,Male M         ,"University of California, Berkeley",1477545046,1477546144
Berkeley Hacker [Waitlist],O8CR,,"University of California, Berkeley",1477545062,1477545062
Berkeley Hacker [Waitlist],RC0O,Male S         ,"University of California, Berkeley",1477545076,1477552501
Berkeley Hacker [Waitlist],TTCV,Male L         ,"University of California, Berkeley",1477545100,1477545342
Berkeley Hacker [Waitlist],YVE6,Male M         ,"University of California, Berkeley",1477545129,1477545542
Berkeley Hacker [Waitlist],R0ZI,Female M       ,"University of California, Berkeley",1477545200,1477545293
Berkeley Hacker [Waitlist],8NDI,Male M         ,"University of California, Berkeley",1477545267,1478763821
Berkeley Hacker [Waitlist],GNGJ,Female S       ,"University of California, Berkeley",1477545361,1477587640
Berkeley Hacker,SJKJ,Female XS      ,"University of California, Berkeley",1477545455,1477956686
Berkeley Hacker [Waitlist],Y6YN,Male M         ,"University of California, Berkeley",1477545474,1477545644
Berkeley Hacker [Waitlist],5TJP,,"University of California, Berkeley",1477545495,1477545495
Berkeley Hacker [Waitlist],XDEB,Male M         ,"University of California, Berkeley",1477545508,1477547728
Berkeley Hacker [Waitlist],AR8M,Female M       ,"University of California, Berkeley",1477545539,1477545569
California Hacker,DB7W,Female M       ,University of Southern California,1477545572,1477546056
Berkeley Hacker [Waitlist],W8QM,Male L         ,"University of California, Berkeley",1477545573,1478981355
Berkeley Hacker [Waitlist],BRX8,,"University of California, Berkeley",1477545621,1477545642
Berkeley Hacker [Waitlist],VXYL,Female M       ,"University of California, Berkeley",1477545668,1477546034
Berkeley Hacker,ABYN,Male L         ,"University of California, Berkeley",1477545703,1478919813
Berkeley Hacker,CJ0S,Female S       ,"University of California, Berkeley",1477545780,1478926653
Berkeley Hacker [Waitlist],GHHG,Male XL        ,"University of California, Berkeley",1477545784,1477545828
Berkeley Hacker,JLKL,Male XS        ,"University of California, Berkeley",1477545813,1478924750
Berkeley Hacker [Waitlist],Z7PA,Male M         ,"University of California, Berkeley",1477545837,1477545923
Berkeley Hacker [Waitlist],ARFP,,"University of California, Berkeley",1477545856,1477545856
Berkeley Hacker [Waitlist],MPBN,Female S       ,"University of California, Berkeley",1477545898,1477545961
Berkeley Hacker [Waitlist],WEHH,Male XS        ,"University of California, Berkeley",1477545910,1477545963
Berkeley Hacker [Waitlist],W9RY,Male XS        ,"University of California, Berkeley",1477545968,1477546195
Berkeley Hacker,19FR,Female S       ,"University of California, Berkeley",1477545981,1478923596
Berkeley Hacker [Waitlist],S9SR,Male M         ,"University of California, Berkeley",1477546015,1477546155
Berkeley Hacker [Waitlist],TF8U,Male M         ,"University of California, Berkeley",1477546110,1477546320
Berkeley Hacker [Waitlist],JN58,Male M         ,"University of California, Berkeley",1477546210,1477546340
Berkeley Hacker [Waitlist],KQAU,Male M         ,"University of California, Berkeley",1477546283,1477546572
Berkeley Hacker [Waitlist],8LVK,Female L       ,"University of California, Berkeley",1477546327,1477546551
California Hacker,WJ1N,Male M         ,University of Southern California ,1477546395,1477548669
Berkeley Hacker,IVHA,,"University of California, Berkeley",1477546428,1478926523
Berkeley Hacker [Waitlist],4OBO,Female S       ,"University of California, Berkeley",1477546441,1477547574
Berkeley Hacker [Waitlist],QBBR,Female S       ,"University of California, Berkeley",1477546448,1477546585
Berkeley Hacker [Waitlist],M1QZ,Male L         ,"University of California, Berkeley",1477546457,1477546506
Berkeley Hacker [Waitlist],T6NH,Male S         ,"University of California, Berkeley",1477546464,1478966170
California Hacker,GHRG,Male L         ,San Diego State University University,1477546481,1478925927
Berkeley Hacker [Waitlist],LGQ2,Male XL        ,"University of California, Berkeley",1477546482,1477614843
Berkeley Hacker,DQDZ,,"University of California, Berkeley",1477546524,1477546524
Berkeley Hacker [Waitlist],KFID,Male M         ,"University of California, Berkeley",1477546585,1477546632
Berkeley Hacker,DIM2,,"University of California, Berkeley",1477546871,1477546871
Berkeley Hacker [Waitlist],Z1S1,Male S         ,"University of California, Berkeley",1477546881,1477567113
Berkeley Hacker,FUD2,Female S       ,"University of California, Berkeley",1477547197,1478931107
Berkeley Hacker,IN5M,Female M       ,"University of California, Berkeley",1477547485,1478050460
Berkeley Hacker [Waitlist],HYNU,,"University of California, Berkeley",1477547489,1477547517
Berkeley Hacker,UPYJ,Male M         ,"University of California, Berkeley",1477547762,1478925937
Berkeley Hacker,JXBY,Male L         ,"University of California, Berkeley",1477547842,1477932714
Berkeley Hacker,OXOH,,"University of California, Berkeley",1477548054,1477548054
Berkeley Hacker,BDXL,Male M         ,"University of California, Berkeley",1477548109,1478923381
Berkeley Hacker [Waitlist],9YGD,Male M         ,"University of California, Berkeley",1477548204,1477565804
Berkeley Hacker [Waitlist],ZDQK,Male M         ,"University of California, Berkeley",1477548312,1477548407
Berkeley Hacker [Waitlist],5IKT,Female XS      ,"University of California, Berkeley",1477548468,1477548603
Berkeley Hacker [Waitlist],1WCV,Male M         ,"University of California, Berkeley",1477548495,1477548579
Berkeley Hacker [Waitlist],GA0K,Male S         ,"University of California, Berkeley",1477548599,1477548642
Berkeley Hacker,ONRU,Male M         ,"University of California, Berkeley",1477548863,1478929048
Berkeley Hacker [Waitlist],ZYSA,Male M         ,"University of California, Berkeley",1477548879,1477549730
California Hacker [Waitlist],WLWI,Male M         ,"University of California, Davis",1477548900,1477549025
Berkeley Hacker [Waitlist],ZFJD,Male M         ,"University of California, Berkeley",1477548947,1477549387
Berkeley Hacker [Waitlist],EQIA,Male S         ,"University of California, Berkeley",1477548948,1477549211
Berkeley Hacker [Waitlist],0EKR,Male S         ,"University of California, Berkeley",1477549391,1478629776
Berkeley Hacker,DSU7,,"University of California, Berkeley",1477549503,1477549503
Berkeley Hacker [Waitlist],0DEU,Female S       ,"University of California, Berkeley",1477549533,1477621910
Berkeley Hacker [Waitlist],MYC7,Male S         ,"University of California, Berkeley",1477549614,1477549738
Berkeley Hacker,FKGE,Male L         ,"University of California, Berkeley",1477549619,1478937521
Berkeley Hacker [Waitlist],FJOE,Male M         ,"University of California, Berkeley",1477549638,1477549678
Berkeley Hacker [Waitlist],AAWU,Female XS      ,"University of California, Berkeley",1477549686,1478966885
Berkeley Hacker [Waitlist],Z4GV,Male M         ,"University of California, Berkeley",1477549703,1477550050
Berkeley Hacker [Waitlist],KAJ0,Male M         ,"University of California, Berkeley",1477549748,1477549846
Berkeley Hacker,JB5D,Male L         ,"University of California, Berkeley",1477549773,1477954621
Berkeley Hacker,UAFO,Female S       ,"University of California, Berkeley",1477549792,1478929073
